-4.7096, 3.98316, -0.761462
-3.00625, -2.44019, -5.41059
-4.16333, 2.27759, -1.68483
-3.50651, 0.179741, -3.23009
-3.81048, 1.6211, -2.20021
-2.82957, -2.21202, -4.92663
-4.02047, 2.29921, -1.58016
-2.30276, -2.10456, -4.72869
-4.00471, 3.49019, -0.336253
-2.25286, -2.00351, -4.26697
-2.97617, 0.752751, -2.04945
-3.92145, 4.4678, 0.744363
-3.43269, 3.30565, -0.272443
-3.37401, 2.90087, -0.500694
-2.28761, -1.13927, -3.36221
-3.6338, 4.01864, 0.534557
-2.94277, 2.50275, -0.754016
-2.22715, -0.343149, -2.67211
-3.41149, 4.01131, 0.549295
-3.50692, 4.15693, 0.838372
-1.64627, -2.79437, -4.23604
-2.60872, 1.15053, -1.31624
-1.51713, -2.12565, -3.73021
-2.47507, 1.43996, -1.04664
-1.66147, -0.61028, -2.40896
-2.56032, 2.4817, 0.0391387
-1.88003, -0.280139, -1.84276
-1.62576, -0.317521, -2.10255
-0.85695, -3.40118, -4.0372
-2.49652, 3.29849, 0.710843
-2.48793, 3.2278, 0.735385
-1.0131, -2.50476, -3.37125
-2.08232, 2.30803, -0.127484
-2.24893, 2.8312, 0.360048
-1.76386, 1.09876, -0.923343
-2.04588, 2.01213, -0.0741632
-1.31095, 0.0130191, -1.24745
-1.43789, 0.68089, -0.775019
-1.54662, 1.12882, -0.266612
-0.262563, -3.41949, -3.58291
-1.31048, 1.26848, -0.146411
-0.379649, -2.21071, -2.67886
-0.674728, -0.942651, -1.67639
-1.34266, 1.03957, -0.0222317
-2.13462, 4.08814, 2.20353
-0.312819, -1.57752, -1.79495
0.0304704, -1.86377, -1.87335
-0.086164, -1.20876, -1.22978
0.0872767, -1.48237, -1.30054
-0.710909, 1.67275, 0.96628
-0.863419, 2.30821, 1.579
-0.777461, 1.63103, 1.27774
-0.0698264, -0.341467, -0.291286
-0.114247, -0.290477, -0.17615
0.83137, -3.33998, -2.52208
0.228375, -0.700992, -0.721614
0.0458446, 0.855022, 0.832355
0.0313189, 0.972934, 0.963141
-0.571611, 3.2847, 2.73587
1.4008, -3.56258, -2.42251
0.851377, -1.37842, -0.791936
0.39664, 0.558759, 0.945553
1.17439, -1.13923, 0.186685
1.00442, 0.293655, 0.995871
1.80281, -2.21346, -0.56055
2.00243, -3.24181, -1.02721
0.706888, 2.07538, 2.75096
2.34833, -3.5698, -1.26335
2.42368, -3.49747, -1.30366
1.7728, -1.70082, 0.283321
1.18638, 1.11984, 2.31462
0.626711, 2.69098, 3.65602
1.38265, 0.589242, 1.96439
2.29227, -2.67398, -0.463623
2.62249, -4.32546, -1.51762
1.81361, -1.10552, 0.994486
1.20305, 1.54538, 2.88846
1.07922, 1.94008, 3.32965
2.98157, -4.09247, -1.20634
2.14421, -0.419039, 1.51002
1.29092, 3.01344, 4.35135
1.73172, 2.42932, 4.21497
2.84023, -0.407114, 2.17224
2.912, -1.05556, 1.95314
3.97967, -4.55647, -0.427524
2.1167, 3.03271, 4.98223
2.24908, 2.76224, 4.75909
3.80545, -3.23174, 0.542353
4.1026, -4.58776, -0.280217
4.10283, -4.40882, -0.154332
2.50498, 2.58071, 4.968
4.20237, -3.84131, 0.33009
4.48597, -4.68788, -0.14104
3.48582, -0.249076, 3.21414
4.54377, -3.83513, 0.483525
3.62161, -0.783619, 2.95014
4.86144, -4.67822, 0.010278
4.55035, -4.02872, 0.689881
3.7318, -0.8017, 3.11604
5.02791, -4.81475, 0.0175484
